en_name,img_link,category_name,company,effective_material,price,usage,ar_name
Prosta-s 160mg 20 caps.,https://www.dwaprices.com/upload/1675943883.jpg,ادوية البروستاتا,Memphis,serenoa repens purified extract,24.6,"
prostate support",2بروستا-اس 160مجم 20 كبسولة- 160 20 
Soplamin 160 mg 30 caps.,https://www.dwaprices.com/upload/1675943883.jpg,ادوية البروستاتا,Technopharm > ema pharm,saw palmetto oil,32.4,"
علاج تضخم البروستاتاواحتباس البول",2سوبلامين 160 مجم 30 كبسولة  160  30 
Letrozole 2.5mg 30 tablets,https://dwaprices.com/upload/1674325630.jpg,زيادة الخصوبة وتأخر الانجاب,Synthon hispania,letrozole,546,"
لتأخر الحمل والانجاب والعقم",ليتروزول 25مجم 30 قرص 25 30 
Gonapure 150 i.u./ml i.m./s.c. vial,https://dwaprices.com/upload/1634590983.jpg,زيادة الخصوبة وتأخر الانجاب,Mina pharm,follitropin alfa,211,"
لتأخر الحمل والانجاب وزيادة الخصوبة وعلاج العقم",جونابيور 150 وحدة دولية للحقن عضل/تحت الجلد فيال 150 / / 
Meriofert 150 i.u. vial,https://dwaprices.com/upload/1674909130.jpg,زيادة الخصوبة وتأخر الانجاب,Ibsa - switzerland > habib scientific office,"human menopausal gonadotrophin (fsh,lh)",370,"
لزيادة الخصوبة وتأخر الانجاب",ميريوفيرت 150 وحدة دولية حقن فيال 150  
Carnivita forte 30 tab,https://dwaprices.com/upload/1634742985.jpg,زيادة الخصوبة وتأخر الانجاب,Eva pharma,"l-carnitine l-tartrate,zinc",92.5,"
علاج نقص الخصوبة عند الرجال , لزيادة عدد الحيوانات المنوية في الرجال , امداد الجسم بالطاقة والمساعدة بحرق الدهون 
, علاج تلف أنسجة العضلات عند الرياضيين.
, تحسين أعراض فقدان الرؤية المرتبط بالعمر.
, كعلاج مكمل في علاج حب الشباب.
, علاج فرط شحميات الدم (ارتفاع نسبة الدهون في الدم).
, علاج مساعد في علاج أعراض الإسهال (لوجود عنصر الزنك).
, تحفيز إفرازات المعدة.
, تحفيز إفرازات البنكرياس.
, علاج مكمل في علاج مرض ويلسون.
, علاج فقر الدم.
, تقليل فقدان الشهية.
, تحسين أعراض مرض قصور الانتباه وفرط الحركة.

, مادة الكارنيتين (L-Carnitine L-Tartrate) بتركيز 1000 مجم. وهو حمض أميني ينتج في الجسم طبيعيًا في الكبد والكلى، ويدخل في تركيبه الحمضين الأمينين مثيونين ولايسين ويتم تخزينه في المخ والعضلات والقلب ويخزن عند الرجال في السائل المنوي أيضًا.
يقوم الكارنيتين بنقل الأحماض الدهنية داخل مراكز إنتاج الطاقة بالخلية (الميتوكوندريا) حيث يتم أكسدتها وحرقها لإنتاج الطاقة وبعدها يقوم بإزالة مخلفات الحرق إلى خارج الخلية ليمنع بذلك تراكمها في الداخل. ولذلك يلعب  الكارنتين دوراً هامًا في الأداء الوظيفي للمخ والقلب والعضلات.
مادة الزنك (Zinc) بتركيز 7.17 مجم: يلعب الزنك دوراً أساسيًا في عمل معظم إنزيمات الجسم وإنتاج الأحماض النووية والبروتينات كما يدخل في عمل بعض الهرمونات مثل الأنسولين اللازم لحرق الكربوهيدرات. وبذلك يساعد الزنك في إتمام عملية التمثيل الغذائي لكل من البروتينات والكربوهيدرات مما يؤثر بوضوح على النمو الكلي للجسم. كما يدخل في بناء الأنسجة المختلفة في الجسم مثل أنسجة الشعر والجلد وغدة البروستاتا عند الرجال.
, آلية عمل دواء كارنيفيتا فورت أقراص
يساعد الدواء في إنتاج الهرمونات اللازمة لعلاج تلف العضلات الناتج عن ممارسة الرياضة، وتنظيم نقل السوائل المعوية؛ مما يحسن سلامة الغشاء المخاطي، وزيادة المناعة ويقلل الإجهاد التأكسدي للخلايا.",كارنيفيتا فورت 30 قرص  30 
Choriomon 5000 i.u. i.m. vial,https://www.dwaprices.com/upload/1675416099.jpg,زيادة الخصوبة وتأخر الانجاب,Ibsa - switzerland > habib scientific office,human chorionic gonadotrophin,160,"
infertility drugs.human chorionic gonadotrophin",10 - كوريومون 5000 وحدة دولية حقن عضل فيال 5000   
Chorionic gonadotrophin 5000 u i.m injection,https://www.dwaprices.com/upload/1675412767.jpg,زيادة الخصوبة وتأخر الانجاب,Ibsa - switzerland > habib scientific office,human chorionic gonadotrophin,90,"
علاج العقم للسيدات __ زيادة فرص التبويض",1كوريونيك جونادوتروفين 5000 وحده حقن عضل  5000   
Gonal-f 900 i.u. pen,https://www.dwaprices.com/upload/1675242578.jpg,زيادة الخصوبة وتأخر الانجاب,Serono pharma international-italy > united company for trading & distribution,follitropin alfa,2254,"
لتأخر الحمل والانجاب . لعلاج العقم وزيادة الخصوبة",جونال-اف 900 وحدة دولية قلم- 900  
Clomiphene 50mg 10 tab,https://www.dwaprices.com/upload/1675412328.jpg,زيادة الخصوبة وتأخر الانجاب,Arab drug company.,clomiphene,13,"
علاج العقم , زيادة الخصوبة والتبويض",كلوميفين 50مجم 10 اقراص 50 10 
Tecnovula 50mg 20 tablets,https://www.dwaprices.com/upload/1675503030.jpg,زيادة الخصوبة وتأخر الانجاب,Technopharma,clomiphene,30,"
لتأخر الحمل والانجاب . لتنشيط التبويض وعلاج العقم وزيادة الخصوبة",تكنوفيولا 50مجم 20 قرص 50 20 
Epigonal 75 i.u. 1 amp.,https://www.dwaprices.com/upload/1675426645.jpg,زيادة الخصوبة وتأخر الانجاب,Eipico,"human menopausal gonadotrophin (fsh,lh)",66,"
يساعد في حالات تأخر الانجاب في الرجال والسيدات , يساعد علي انتاج الحيوانات المنوية , تحفيز انتاج البويضات",ابيجونال 75 مجم 1 امبول 75  1 
Meriofert 75 i.u. vial,https://www.dwaprices.com/upload/1675590460.jpg,زيادة الخصوبة وتأخر الانجاب,Ibsa - switzerland > habib scientific office,"human menopausal gonadotrophin (fsh,lh)",185,"
ادوية لزيادة الخصوبة",1ميريوفرت 75 وحدة دولية حقن فيال 75  
Gonapure 75 i.u./ml i.m./s.c. amp.,https://www.dwaprices.com/upload/1675595515.jpg,زيادة الخصوبة وتأخر الانجاب,Mina pharm,follitropin alfa,132,"
infertility drugs.follicle stimulating hormone",1جونابيور 75 وحدة دولية/مل أمبول للحقن عضل / تحت الجلد 75 / / 
Ovitrelle 250 mcg/0.5 ml pre-filled syringe,https://www.dwaprices.com/upload/1675941930.jpg,زيادة الخصوبة وتأخر الانجاب,Merck serono s.p.a-italy > united company for trading & distribution,human chorionic gonadotrophin,339,"
علاج بعض حالات العقم",2اوفيتريل 250 مكجم/05 مل سرنجة معبأة 250 /05  - 
Menopur 75 i.u. 10 vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ferring pharmaceuticals > multipharma,"human menopausal gonadotrophin (fsh,lh)",2065,"
علاج العقم , زيادة التبويض والتخصيب",1مينوبور 75 وحدة دولية 10 فيال 75  10 
Fsh injection 75i.u/1 ml 5 amp of lyophilized powder.,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Sedico,follitropin (recombinant fsh),337.5,"
infertility drugs.follicle stimulating hormone",2اف اس اتش 75 وحدة دولية 5 امبولات للحقن باودر مجفدة  75/1  5    
Menopur 1200 i.u. vial(n/a yet),https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ferring pharmaceuticals > multipharma,"human menopausal gonadotrophin (fsh,lh)",3875,"
تعمل علي تحسين التبويض لدي الاناث , تستخدم في عمليات الحقن المجهري",1مينوبور 1200 وحدة دولية فيال 1200  (/ )
Merional 75 i.u. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ibsa - switzerland > habib scientific office,"human menopausal gonadotrophin (fsh,lh)",92.4,"
يستخدم لعلاج العقم.",1ميرونال 75وحدة دولية فيال 75  
Gonal-f 75 i.u. pen,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Serono-switzerland > united company for trading & distribution,follitropin alfa,203,"
علاج للعقم",1جونال-اف 75 وحدة دولية قلم للحقن- 75  
Menopur 600 i.u. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ferring pharmaceuticals > multipharma,"human menopausal gonadotrophin (fsh,lh)",2065,"
بها هرمونات الانوثة وهي (FSH -LH)  , حالات العقم",1مينوبور 600 وحدة دولية فيال 600  
Fostimon 75 i.u. i.m./s.c. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ibsa - switzerland > habib scientific office,urofollitropin,150,"
infertility drugs.follicle stimulating hormone",20 - فوستيمون 75وحدة دولية فيال حقن عضل/تحت الجلد 75  / 
Gonal-f 300 i.u. pen,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Serono pharma international-italy > united company for trading & distribution,follitropin alfa,805,"
infertility drugs.follicle stimulating hormone",2جونال-اف 300 وحدة دولية قلم- 300  
Fostimon 150 i.u. i.m./s.c. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ibsa - switzerland > habib scientific office,urofollitropin,250,"
infertility drugs.follicle stimulating hormone",2فوستيمون 150 وحدة دولية فيال للحقن عضل/تحت الجلد 150  / 
Minova 10 sachets,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Argibace,"L-Arginine 3g, Proantho- cyanadins 75mg.",0,"
مقوي للرجال",1مينوفا 10 اكياس 10 
Choragon 5000 i.u. vial (n/a),https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ferring pharmaceuticals > multipharma,human chorionic gonadotrophin,14,"
علاج العقم",2شوراجون 5000 وحدة دولية فيال 5000   (/)
Gonal-f 150 i.u. pen,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Serono-switzerland > united company for trading & distribution,follitropin alfa,200,"
infertility drugs.follicle stimulating hormone",2جونال-اف 150 وحدة دولية قلم- 150  
Menogon 75 i.u. 10 amp.,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ferring pharmaceuticals > multipharma,"human menopausal gonadotrophin (fsh,lh)",924,"
يستخدم لعلاج العقم.",4مين جون ٧٥وحدة دولية ١٠ أمبول 75  10 
Clomid 50mg 20 tablets,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Global napi pharmaceuticals > merrel daw.france,clomiphene,43.25,"
infertility drugs.ovulation inducer",2كلوميد 50 مجم 10اقراص 50 20 
Follitrope 75 i.u. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Biopharma > pharma over seas,follitropin (recombinant fsh),133,"
infertility drugs.follicle stimulating hormone",2فوليتروب 75 وحدة دولية فيال 75  
Clomifert 50mg 10 tab.,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Misr,clomiphene,8.5,"
يستخدم للعقم.",3كلوميفيرت ٥٠مجم ١٠ أقراص 50 10 
Follifactor 75 i.u. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Biofactor gmbh pharmaceuticals-germany > marcyrl co.,follitropin (recombinant fsh),51,"
تحفيز عملية التبويض , علاج القم عند السيدات , علاج العقم عند الرجال , تحفز تصنيع الحيوانات المنوية وزيادة عددها",2فوليفاكتور حقن  75  
Choriofactor 5000 i.u. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Biofactor gmbh pharmaceuticals-germany > marcyrl co.,human chorionic gonadotrophin,33,"
infertility drugs.human chorionic gonadotrophin",3كوريوفاكتور 5000 وحدة دولية فيال 5000  
Metrodin highly purified 75 i.u. amp.,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Serono pharma international-italy > serono scientific office,urofollitropin,46.25,"
infertility drugs.follicle stimulating hormone",3ميترودين 75 وحده امبول   75  
Ivf-m 75 i.u. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Galaxy pharma limited > pharma over seas,"human menopausal gonadotrophin (fsh,lh)",84,"
infertility drugs.human menopausal gonadotrophin",30 - آي في إف - إم 75 وحدة دولية فيال- 75  
Gonal-f 150i.u pen,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Serono-switzerland,follitropin alpha,200,"
لزيادة الخصوبة وعلاج العقم وتأخر الانجاب",3جونال-ف 150وحدة دولية قلم حقن- 150 
Orgalutran 0.25mg/0.5 ml pre-filled syringe,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Organon > merck sharp & dohme scientific office,ganirelix,192.5,"
infertility drugs",3اورجالوتران 025مجم/05مل سرنجة معبأة 025/05  - 
Luveris 75 i.u. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Merck serono > united company for trading & distribution,lutropin alfa,200,"
infertility drugs.luteinizing hormone",40 - ليوفيرس 75 وحدة فيال 75  
Fsh 75 i.u/1 ml amp of lyophilized powder.,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Sedico,follitropin (recombinant fsh),67.5,"
يستخدم لعلاج العقم عند النساء و الرجال , تحفيز الاباضة وتكوين الحيوانات المنوية",3اف اس اش 75 وحدة / مل  75 /1     
Chorionic gonadotrophin 1500 i.u amp. i.m.,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Eipico > el nile.,human chorionic gonadotrophin,100.5,"
علاج حالات العقم عند النساء , الوقاية من الاجهاض المتكرر , علاج الخصية غير النازلة عند الاطفال ,تحسين انتاج الحيوانات المنوية عند الرجال",4كوريونيك جونادوتروبين 1500 وحدة دولية للحقن عضل  1500   
Ivf-m 150 i.u. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Galaxy pharma limited > pharma over seas,"human menopausal gonadotrophin (fsh,lh)",103.75,"
تحفيز عملية التبويض وعلاج العقم عند النساء , علاج العقم عند الرجال تحفز تصنيع الحيونات المنوية وتعمل علي زيادة عددها",3اي في اف - ام ١٥٠ وحدة - 150  
Puregon 100 i.u./0.5ml vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Organon > multipharma,follitropin beta,252,"
infertility drugs.follicle stimulating hormone",3بوريجون 100وحده /05مل فيال  100 /05 
Menofactor 75 i.u. vial (n/a),https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Biofactor gmbh pharmaceuticals-germany > marcyrl co.,"human menopausal gonadotrophin (fsh,lh)",51,"
infertility drugs.human menopausal gonadotrophin",3مينوفاكتور 75 وحدة دولية فيال 75   (/)
Bravelle 75 i.u. i.m./s.c. 10 vials,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ferring pharmaceuticals > multipharma,urofollitropin,700,"
infertility drugs.follicle stimulating hormone",4برافيل 75 وحدة دولية 10 فيال 75  / 10 
Follitrope 225 i.u. prefilled syringe,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Biopharma > pharma over seas,follitropin (recombinant fsh),329,"
infertility drugs.follicle stimulating hormone",4فوليتروب 225 وحدة دولية حقن مملوءة 225   
Follitrope 150 i.u. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Biopharma > pharma over seas,follitropin (recombinant fsh),182,"
infertility drugs.follicle stimulating hormone",4فوليتروب 150 وحدة دولية فيال 150  
Merional 150 i.u. i.m./s.c. vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Ibsa - switzerland > habib scientific office,"human menopausal gonadotrophin (fsh,lh)",114.8,"
infertility drugs.human menopausal gonadotrophin",4ميريونال 150 وحدة امبول حقن عضلي او تحت الجلد 150  / 
Puregon 50 i.u./0.5ml vial,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Organon > multipharma,follitropin beta,140,"
infertility drugs.follicle stimulating hormone",50 - يوريجون 50 وحدة/05مل فيال  50 /05 
Menogonal 75 i.u 5 amp.,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,El nile.,"human menopausal gonadotrophin (fsh,lh)",167,"
infertility drugs.human menopausal gonadotrophin",4مينوجونال 75 وحدة 5 امبول 75  5 
Follitrope 300 i.u. prefilled syringe,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Biopharma > pharma over seas,follitropin (recombinant fsh),511,"
infertility drugs.follicle stimulating hormone",4فوليتروب 300 وحدة دولية حقن مملوءة 300   
Follitrope 75 i.u. prefilled syringe,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Biopharma > pharma over seas,follitropin (recombinant fsh),146.5,"
infertility drugs.follicle stimulating hormone",5فوليتروب 75 وحدة دولية حقن مملوءة 75   
Follitrope 150 i.u. prefilled syringe,https://www.dwaprices.com/upload/1676472380.jpg,زيادة الخصوبة وتأخر الانجاب,Biopharma > pharma over seas,follitropin (recombinant fsh),210,"
infertility drugs.follicle stimulating hormone",5فوليتروب 150 وحدة دولية حقنة مملوءة 150   
Eucarbon 30 tab,https://dwaprices.com/upload/1635194200.jpg,الانتفاخ والغازات,Sedico > trenka,"charcoal,fennel oil,peppermint oil,rhubarb,senna,sulphur",45,"
علاج الغازات والانتفاخات
, علاج الإسهال
, يستخدم في حالات القولون العصبي وما يصاحبه من سوء هضم
, يتم استخدام الدواء لعلاج وتنظيف الأمعاء قبل الدخول للعمليات الجراحية
, كما يُعالج حالات الإسهال الناتج عن التسمم",اوكاربون اقراص الفحم 30 قرص 30 
Flatidyl 40mg 30 chewable tab,https://dwaprices.com/upload/1635592170.jpg,الانتفاخ والغازات,Kahira,simethicone,24.5,"
مضاد للانتفاخ , لعلاج حالات الانتفاخ ومغص القولون , لتخفيف الشعور بالامتلاء وغازات البطن",فلاتيديل 40مجم 30 قرص للمضغ 40 30  
Marnys neocarbon 30 caps,https://dwaprices.com/upload/1675336311.jpg,الانتفاخ والغازات,Marnys > walfarm pharmaceuticals,"activated charcoal,anise,peppermint",80,"
مضاد للانتفاخات , تقليل للغازات , تقليل تقلصات المعدة",مارنيز نيوكاربون 30 كبسولة  30 
Glycodal 30 chew. tab,https://dwaprices.com/upload/1635593467.jpg,الانتفاخ والغازات,Alexandria,"calcium carbonate,dimethicone,glycine",28.5,"
مضاد للانتفاخ , لعلاج حالات الانتفاخ ومغص القولون , لتخفيف الشعور بالامتلاء وغازات البطن",جليكودال 30 قرص مضغ 30  
Disflatyl 30 tablets chewable,https://dwaprices.com/upload/623648163.jpg,الانتفاخ والغازات,Misr > valeant pharmaceutucals,"dimethicone,silicon dioxide",33,"
 علاج الانتفاخ والشعور بالامتلاء.
, غازات البطن والاصوات غير المرغوبة.
, المغص والضغط داخل البطن.
, اضطرابات الهضم بسبب سوء الطعام.
, الانتفاخ بعد العمليات الجراحية.
, ضيق النفس بسبب عسر الهضم.",ديسفلاتيل 30 قرص مضغ للانتفاخ 30  
Simethicone 2% oral drops (30ml),https://dwaprices.com/upload/1676816190.jpg,الانتفاخ والغازات,Amriya,simethicone,10,"
علاج الانتفاخات , تقليل الالام المعدة , علاج الغازات في المعدة",سايميثيكون 2% نقط فم 30 مل 2%   (30)
Git 20 caps.,https://dwaprices.com/upload/1676816190.jpg,الانتفاخ والغازات,Medizen pharmaceutical industries > noble pharm. industries,"caraway,chamomile,ginger,fennel,peppermint",56,"
antiflatulent",جيت 20 كبسولة 20 
Dentinox 2.65% infant colic drops 100 ml,https://dwaprices.com/upload/1676816190.jpg,الانتفاخ والغازات,D d d > interpharma,antifoam m,50,"
antiflatulent",دنتينوكس 265% نقط للمغص للاطفال 100 مل 265%    100 
Trendo 20 f.c. tablets,https://dwaprices.com/upload/1676816190.jpg,الانتفاخ والغازات,International drug agency (idi) > trend pharm,"dandelion,rosemary,fennel,peppermint,l-glutamine,betaine",54,"
لعلاج الانتفاخ",1تريندو 20 قرص 20  
Gaseoflatex plus 20 chew. tab,https://dwaprices.com/upload/1635591721.jpg,الانتفاخ والغازات,El nile. > october pharma,"calcium carbonate,simethicone",22.5,"
 علاج الانتفاخ والشعور بالامتلاء.
, غازات البطن والاصوات غير المرغوبة.
, المغص والضغط داخل البطن.
, اضطرابات الهضم بسبب سوء الطعام.
, الانتفاخ بعد العمليات الجراحية.
, ضيق النفس بسبب عسر الهضم.",1جاسيوفلاتيكس بلاس 20قرص مضغ  20  
Simethicone 80mg 30 tab,https://dwaprices.com/upload/1635591721.jpg,الانتفاخ والغازات,Amoun > pyramids for trading pharmaceuticals-egypt,simethicone,5.75,"
مضاد للانتفاخ , لعلاج حالات الانتفاخ ومغص القولون , لتخفيف الشعور بالامتلاء وغازات البطن",1سايميثيكون 80مجم 30 قرص 80 30 
Aqua collo 120 ml syrup,https://dwaprices.com/upload/1635591721.jpg,الانتفاخ والغازات,Copad > elwtania,"fennel extract,ginger extract,dill oil,caraway oil,sodium bicarbonate",18,"
carminative    anti-flatulent    anti-spasmodic",2اكوا كولو شراب 120 مل  120  
Digetix 10 cap,https://dwaprices.com/upload/1635591721.jpg,الانتفاخ والغازات,انتاج :,peppermint oil-fennel-chamomile-ginger o,13.1,"
يعالج الانتفاخات والغازات __ يحسن حركة المعدة والأمعاء",10 - دايجيتكس 10 كبسولات 10 
Carbosylane 48 caps,https://dwaprices.com/upload/1635592427.jpg,الانتفاخ والغازات,Global napi pharmaceuticals > serolam-france,"charcoal,dimethicone",16,"
مضاد للانتفاخات , مضاد للغازات , تقليل تقلصات المعدة و الامعاء",1كاربوسيلان 48 كبسولة 48 
Simethicone emulsion 2% (120ml),https://dwaprices.com/upload/1635591986.jpg,الانتفاخ والغازات,Mup,simethicone,20,"
مضاد للانتفاخ والغازات
, مهديء للمغص والتقلصات",1سايميثيكون مستحلب 120 مل  2% (120)
Simethicone emulsion 120 ml,https://dwaprices.com/upload/1635591986.jpg,الانتفاخ والغازات,Mup,simethicone,20,"
مضاد للانتفاخ والغازات
, مهديء للمغص والتقلصات",1سايمثيكون مستحلب 120 مل  120 
Gaseoflatex plus 20 chewable tablets,https://dwaprices.com/upload/1635591721.jpg,الانتفاخ والغازات,El nile. > october pharma,"calcium carbonate,simethicone",22.5,"
 علاج الانتفاخ والشعور بالامتلاء.
, غازات البطن والاصوات غير المرغوبة.
, المغص والضغط داخل البطن.
, اضطرابات الهضم بسبب سوء الطعام.
, الانتفاخ بعد العمليات الجراحية.
, ضيق النفس بسبب عسر الهضم.",20 - جاسيوفلاتكس بلس 20قرص مضغ  20  
Baby rest 40mg/0.6ml oral drops 15 ml,https://dwaprices.com/upload/1635591721.jpg,الانتفاخ والغازات,Pharco,simethicone,4.3,"
antiflatulent",1بيبي ريست 15 مل نقط  40/06   15 
Mixonic syrup 120 ml,https://dwaprices.com/upload/1635591721.jpg,الانتفاخ والغازات,Organix > iconic pharmaceutical,"ginger,fennel",29,"
anti flatulence",3ميكسونيك شراب 120 مل   120 
Spasulance 62.5 mg 20 orodispersible films,https://dwaprices.com/upload/1635591721.jpg,الانتفاخ والغازات,Nerhadou international co.,simethicone,50,"
antiflatulent",3سبازيولانس 625مجم 20 شريحة ذائبة بالفم 625  20  
Gaseoflatex 125mg 20 chew. tab,https://dwaprices.com/upload/1635591564.jpg,الانتفاخ والغازات,El nile. > october pharma,simethicone,21,"
 علاج الانتفاخ والشعور بالامتلاء.
, غازات البطن والاصوات غير المرغوبة.
, المغص والضغط داخل البطن.
, اضطرابات الهضم بسبب سوء الطعام.
, الانتفاخ بعد العمليات الجراحية.
, ضيق النفس بسبب عسر الهضم.",1جاسيوفلاتيكس 125مجم اقراص مضغ 20 قرص 125 20  
Deflax 12 sachets,https://dwaprices.com/upload/1635591564.jpg,الانتفاخ والغازات,Rameda,"simethicone,sorbitol",2.5,"
علاج الانتفاخات و الغازات , تقليل تقلصات المعدة",2ديفلاكس 12 كيس 12 
Neo- carbotrina 10 tab.,https://dwaprices.com/upload/1635591564.jpg,الانتفاخ والغازات,Arab drug company.,"belladonna,charcoal,di-iodoquinolin,phthalyl sulphathiazole",2.05,"
مضاد للانتفاخ",2نيو كاربوترينا 10 اقراص-  10 
Flatidyl 30% oral drops 10 ml,https://dwaprices.com/upload/1635591564.jpg,الانتفاخ والغازات,Kahira,simethicone,7,"
antiflatulent",2فلاتيديل 30% نقط 10 مل 30%   10 
Gaspepsia soft gelatin cap.,https://dwaprices.com/upload/1635591564.jpg,الانتفاخ والغازات,Medizen pharmaceutical industries > egygel pharma for pharmaceutical industries-egypt,"calcium carbonate , simethicone",4,"
antiflatulent",30 - جاسبيبسيا 10 كبسولات   
Indest susp. 100ml,https://dwaprices.com/upload/1635591564.jpg,الانتفاخ والغازات,Alfacure pharmaceuticals,"dimethicon,metoclopramide",2.75,"
antiflatulent+antiemetic",2انديست شراب معلق 100 مل  100
Cumino balm 50 gm,https://dwaprices.com/upload/1682678892.jpg,الانتفاخ والغازات,Leader cosmetics > purex health care,"petroleum jelly,chamomile oil,almond oil,caraway oil,paraffin oil",30,"
علاج الإنتفاخ",2كومينو بلسم 50 جم  50 
Primperoxane 15 chewable tab.,https://dwaprices.com/upload/1682678892.jpg,الانتفاخ والغازات,Memphis > sanofi winthrop,"dimethicon,metoclopramide",2.9,"
antiflatulent+antiemetic",3بريمبيروكسان 15 قرص مضغ 15  
Aqua vera 120ml syrup (cancelled),https://dwaprices.com/upload/1682678892.jpg,الانتفاخ والغازات,Amoun,"belladonna,cardamom,peppermint oil,potassium bromide,sodium benzoate,trisodium citrate",6.5,"
antiflatulent",2اكوافيرا 120 مل شراب  120  ()
Caro 20 pieces,https://www.dwaprices.com/upload/1676299151.jpg,فيتامين D,Nutrixia > linkopharm,"calcium,vitamin d3,vitamin k,magnesium,zinc,copper",49,"
كالسيوم وفيتامين دال لتقوية العظام والحفاظ عليها
, فيتامينات واملاح ومعادن مثل الزنك والنحاس لتلبية احتياجات الجسم من هذه العناصر",1كارو 20 قطعة 20 
Bon-one 0.25mcg 30 tablets,https://www.dwaprices.com/upload/1675596314.jpg,فيتامينات,Mina pharm > teijin limited-japan,alfacalcidol,45,"
علاج نقص فيتامين دال",8بون-ون 025مكجم 30 قرص- 025 30 
Bone care 0.25mcg 30 cap,https://www.dwaprices.com/upload/1675596248.jpg,فيتامينات,Arab caps > multicare,alfacalcidol,29.25,"
vitamin d",7بون كير 025مكجم 30 كبسولة  025 30 
Maxical 30 tabs,https://www.dwaprices.com/upload/1675606699.jpg,فيتامينات,Napco > novell pharma,"calcium carbonate,vitamin d3",49.5,"
مكمل غذائي غني بالكالسيوم وفيتامين دي٣.",8ماكسيكال 30 قرص 30 
Caldin c 30 tabs,https://www.dwaprices.com/upload/1675606699.jpg,فيتامين D,Al rowad pharmaceutical industrial co. > al esraa pharmaceutical optima,"calcium,magnesium,vitamin d3,vitamin c",52,"
فيتامينات متعددة وكالسيوم وماغنسيوم",2كالدين سي 30 قرص  30 
Totta calcium 24 tablets,https://www.dwaprices.com/upload/1675606699.jpg,فيتامين D,انتاج :,"calcium magnesium,vitamin D",49,"
مكمل غذائي و معادن وفيتامينات كالسيوم وماغنسيوم وفيتامين دال",2توتاكال كالسيوم ماغنسيوم فيتامين د 24 قرص  24 
