,category_name,company,effective_material,en_name,price,usage,ar_name
313,حب الشباب,Hi-care > roventis pharma,"vitamin c,glycerol,glycolic acid,salicylic acid,urea,zinc oxide,licorice extract,triethanolamine",Exofol cream 60 gm,35.0,"
علاج حب الشباب",30 - اكسوفول كريم 60 جرام  60 
314,حب الشباب,Epci,adapalene,Adagel 0.1% topical gel. 30 gm,12.0,"
علاج حب الشباب , تقليل الاحمرار والالتهابات",3اداجيل 01% جل موضعي 30 جرام 01%   30 
315,حب الشباب,Mup > hermal-germany,benzoyl peroxide,Akneroxid-5 5% gel 20 gm,4.25,"
anti-acne",3اكنيروكسيد-5  5% جيل 20 جم-5 5%  20 
316,حب الشباب,Hi-care > pixel pharmaceutical company,"tea tree oil,salicylic acid,triclosan,aloe vera extract,allantoin,glycerin,green tea extract",Clinvex topical lotion 60 ml,40.0,"
anti-acne",3كلينفكس لوشن 60مل   60 
317,حب الشباب,Borg,adapalene,Adapalene 0.1% gel 30 gm,16.5,"
لعلاج حب الشباب",3ادابالين 01% جل 30 جرام 01%  30 
318,حب الشباب,Hi-care > linkopharm,"glycolic acid,tea tree oil,vitamin a,aloe vera,liquorice,panthenol,glycerin,emu oil,salicylic acid",Vulga cream 30 gm,20.0,"
anti-acne",3فولجا كريم 30 جرام  30 
319,حب الشباب,Leader cosmetics > data pharm,"bees wax,petroleum,light liquid paraffin",Botanil cream 50 gm,39.0,"
علاج حب الشباب , تقليل الالتهاب و الاحمرار  , ترطيب الجلد",3بوتانيل كريم 50 جم  50 
320,حب الشباب,Sigma,erythromycin,Acni-care 2% lotion 25 ml,8.0,"
لعلاج حب الشباب",3اكني-كير 2% لوشن 25 مل- 2%  25 
321,حب الشباب,Hi-care > roventis pharma,"allantoin,glycolic acid,salicylic acid,triclosan,phmg,zinc oxide,olive leaves extract,aloe vera extr",Prexo topical lotion 60 ml,55.0,"
anti-acne",3بريكسو لوشن 60 مل   60 
322,حب الشباب,Janssen cilag,tretinoin,Retin a 0.05% cream 30 gm,23.16,"
anti-acne",3رتين ايه 005% كريم 30 جرام  005%  30 
323,حب الشباب,Hi-care > rovamed pharma,"triclosan,glycolic acid,salicylic acid,olive oil,allantoin,aloe vera,panthenol,green tea ex,zn oxide",Trecta topical lotion 60 ml,55.0,"
anti-acne",40 - تريكتا لوشن موضعي 60 مل   60 
324,حب الشباب,Medizen pharmaceutical industries > egypharma-egypt,isotretinoin,Roaccutrex 10 mg 30 caps.,87.0,"
لعلاج حب الشباب",4رواكيوتريكس 10 مجم 30 كبسولة 10  30 
325,حب الشباب,Weiser,"salicylic acid,triclosan,allantoin",Sacnel cream 30 gm,35.0,"
anti-acne",4ساكنل كريم 30 جرام  30 
326,حب الشباب,Global napi pharmaceuticals > stiefel lab-ireland ltd,isotretinoin,Isotrex 0.05% gel 30 gm,16.8,"
حب الشباب",4ايزوتريكس 005% جل 30 جم  005%  30 
327,حب الشباب,Rexcel,adapalene,Randapalene 0.1% gel 30 gm,12.0,"
علاج حب الشباب , مقشر للجلد",4راندابالين جل 30 جرام 01%  30 
328,حب الشباب,Egyptian company for cosmetics > ballance pharma,,Becal cream 40 gm,40.0,"
علاج حب الشباب , تقليل الالتهابات  , تقليل الحكة والاحمرار",4بيكال كريم 40 جم  40 
329,حب الشباب,Egyptian company for cosmetics > pearla pharm co.,"salicylic acid,sulphur,chamomile,panthenol,triclosan,chlorhexidine,lanette o,stearic acid,bees wax,m",Trusty cream 30 gm,49.95,"
anti-acne",4تراستي كريم 30 جرام  30 
330,حب الشباب,Hi-care > pixel pharmaceutical company,,Acless soap 100 gm,25.0,"
anti-acne",4اكليس صابونة 100 جرام  100 
331,حب الشباب,Kempetro for chemical industries > health power pharmaceuticals,"onion honey,salicylic acid,tea tree oil,sea buckthorn oil,cakendula oil,olive oil,borage seed oil,jo",Friendal topical lotion 45ml,40.0,"
علاج حب الشباب , تقليل الالتهابات , تقليل الاحمرار والحكة",4فريندال لوشن موضعي 45 مل   45
332,حب الشباب,Global napi pharmaceuticals,"benzoyl peroxide,erythromycin",Acne benz topical gel 30 gm,16.2,"
لعلاج حب الشباب",4اكني بنز جل 30 جرام     30 
333,حب الشباب,Egyptian company for cosmetics > ramacin pharmaceutical company,"lemon extract,chamomile,panthenol,salicylic acid,stearic acid,lanette o,bees wax,methyl paraben,prop",Skilful cream 30 gm,45.0,"
علاج حب الشباب",50 - سكيل فل كريم ٣٠جم  30 
334,حب الشباب,Amoun,tretinoin,Acne free 0.05% cream 30 gm,13.5,"
لعلاج حب الشباب",5اكني فري 005% كريم 30 جرام  005%  30 
335,حب الشباب,Ranbaxy,isotretinoin,Isotretinoin 20mg 10 soft gelatin caps.,75.0,"
anti-acne",5ايزوتريتينوين 20مجم 10 كبسولة جيلاتينية  20 10   
336,حب الشباب,El-helou perfumes & cosmetics > capital pharma,"glycolic acid,salicylic acid,green tea extract,chamomile,retinyl palmitate,vitamin e,ascorbic acid",Acnefence topical gel 50 gm,37.0,"
علاج حب الشباب",5اكني فينس جل موضعي 50 جم    50 
337,حب الشباب,Hi-care,"tea tree oil,triclosan,aloe vera,zinc oxide,salicylic acid,sulphur,resorcinol",Dermovera topical lotion 60ml,55.0,"
anti-acne",5ديرموفيرا لوسيون 60مل   60
338,حب الشباب,Cosmopack for cosmetics > spire,"jojoba oil,salicylic acid,aloe vera,bht,caffeine,panthenol,cyclopentasiloxane",Cleasral acne cleanser 250 ml,60.0,"
حالات حب الشباب",5كليزرال غسول لحب الشباب 250 مل   250 
339,حب الشباب,Arab drug company. > apc (arab perfumes chemicals and pharmaceutical co.),"erythromycin,zinc acetate",Acne biotic paint 15 ml,13.0,"
لعلاج حب الشباب",5اكني بيوتك مسة 15 مل   15 
340,حب الشباب,Egyptian company for cosmetics > pearla pharm co.,"salicylic acid,lemon oil,zinc acetate,tea tree oil,panthenol,lavender oil,liquorice,triclosan,titani",Trusty soap 100 gm,35.95,"
لعلاج حالات حب الشباب بالوجه",5تراستي صابون 100 جرام لحب الشباب  100 
341,حب الشباب,Sigma,erythromycin,Acni-care 2% top. gel. 20 gm,6.5,"
مضاد حيوي لحب الشباب",5اكني-كير 2% جل 20 جرام- 2%   20 
342,حب الشباب,Jamjoom pharmaceuticals,tretinoin,Acretin 0.05% cream 30 gm,15.0,"
لعلاج حب الشباب",5اكريتين 005% كريم 30 جرام 005%  30 
343,حب الشباب,Sigma,tretinoin,Acnetin- a 0.05% cream 30 gm,9.0,"
لعلاج حب الشباب",60 - اكنيتين -ايه 005% كريم 30 جرام-  005%  30 
344,حب الشباب,Global napi pharmaceuticals > steifel laboratories u.k ltd,benzoyl peroxide,Panoxyl 5% gel 40 gm,8.5,"
حالات حب الشباب",6بانوكسيل 5% جل 40 جم 5%  40 
345,حب الشباب,Eva pharma,"benzoyl peroxide,erythromycin",Acnidu topical gel,16.2,"
لعلاج حب الشباب",6اكنيدو جيل  
346,حب الشباب,Egpi,adapalene,Aknapalen 1% topical gel 25 gm,10.0,"
anti-acne",6اكنابلين 1% جل موضعي 25 جم 1%   25 
347,حب الشباب,Egyptian company for cosmetics > gold pharm,"tea tree oil,salicylic acid,vitamin e,castor oil,vitamin c,vitamin a,propolis,chlorhexidine,sage oil,panthenol,allantoin",Guac cream 60 gm,40.0,"
حالات حب الشباب",6جواك كريم 60 جم   60 
348,حب الشباب,Medizen pharmaceutical industries > andalous pharma,isotretinoin,Netlook 40mg 20 soft gelatin capsule,200.25,"
anti-acne",6نت لوك 40مجم 20 كبسول لحب الشباب 40 20   
349,حب الشباب,Cosmopack > infinity pharma for pharmaceuticals,"salicylic acid,liquorice extract,thyme oil,chamomile oil,tea tree oil,aloe-vera extract,tocopherol",Aurita cream 50 gm,40.0,"
يستخدم في حالات حب الشباب __ تقليل الحكة والاحمرار والالتهابات __ علاج اثار حب الشباب",6اريتا كريم ٥٠جم  50 
350,حب الشباب,Zaytona egypt,"triclosan(irgasan),tegobetain,citric acid,sulphur ppt.,salicylic acid,menthol,zinc oxide,lemon oil",Acnesept 80 gram soap,4.75,"
صابونة لعلاج حب الشباب",6اكنسيبت صابونة لحب الشباب 80 جرام 80  
351,حب الشباب,Egyptian co. for cosmetics > meroza pharma,"glycolic acid,salicylic acid,sulfur,dead sea salts,rosemary,algae extract,arctium lappa,melia aza di rachta,peppermint,tea tree",Rodin gel 60 ml,55.0,"
علاج حالات حب الشباب",6رودين جل 60مل  60 
352,حب الشباب,Egyptian company for cosmetics > l origine laboratoire,,Sebogine topical lotion 50 ml,93.0,"
anti-acne",6سيبوجين لوشن 50 مل   50 
353,حب الشباب,Medizen pharmaceutical industries > egypharma-egypt,isotretinoin,Roaccutrex 20 mg 30 caps.,135.0,"
لعلاج حب الشباب",70 - رواكيوتريكس 20 مجم 30 كبسولة 20  30 
354,حب الشباب,Evita co > trimed,"lavender oil,tea tree oil,peppermint ext,panthenol,glycerin,salicylic acid,vitamin e,vitamin c",Moranty lotion 60 ml,55.0,"
لوشن للوجه , للحماية من حب الشباب , علاج اثار حب السباب , توحيد لون البشرة",7مورانتي لوشن 60 مل  60 
355,حب الشباب,Sigma,tretinoin,Acnetin- a 0.05% topical sol. 15 ml,6.0,"
لعلاج حب الشباب",7اكنيتين -ايه 005% محلول 15 مل-  005%   15 
356,حب الشباب,Cid,"hydroquinone,retinoic acid",Beauty gel 30 gm,12.0,"
anti-acne",7بيوتي جل 30 جم  30 
357,حب الشباب,F.hoffman la roche,isotretinoin,Roaccutane 20mg 30 caps.,300.0,"
لعلاج حب الشباب",7رواكيوتين 20مجم 30 كبسولة 20 30 
358,حب الشباب,Eva pharma,"clindamycin,tretinoin",Clindanoid topical gel 30 gm,9.0,"
anti-acne",7كليندانويد جل 30 جرام   30 
359,حب الشباب,Sigma,tretinoin,Acnetin- a 0.025% topical gel 30 gm,9.0,"
لعلاج حب الشباب",7اكنيتين -ايه 0025% جل موضعي 30 جرام-  0025%   30 
360,حب الشباب,Global napi pharmaceuticals,"calamine,hydrocortisone,sulphur",Acnesone lotion 60 ml,8.5,"
لعلاج حب الشباب",7اكنيزون 60 مل لوسيون  60 
361,حب الشباب,Egyptian company for cosmetics > prettier for dermal examination,"sodium sulfate,cocamidopropyl betaine,sodium chloride,cirtic acid,vitamin c,honey,olive oil,rosemary",Prettier foaming gel 200ml,95.0,"
anti-acne",7بريتيير فومينج جل 200 مل   200
362,حب الشباب,Pharco,"erythromycin,zinc acetate",Acne zinc topical solution 20 ml,8.5,"
anti-acne",7اكني زنك محلول موضعي 20 مل    20 
363,حب الشباب,Amriya,"clindamycin,tretinoin",Tretomart top. gel 40 gm,14.4,"
anti-acne",80 - تريتومارت جل 40 جرام   40 
364,حب الشباب,Leader cosmetics > aglan pharma,"sulphur,adapalene,triclosan",Soft skin care cream 30 gm,42.0,"
anti-acne",8سوفت سكين كير كريم للعناية بالبشرة 30 جم    30 
365,حب الشباب,Egyptian company for cosmetics > prettier for dermal examination,,Prettier k cream 35 gm,57.0,"
لعلاج حب الشباب",8بريتيار كريم 35 جرام   35 
366,حب الشباب,Hi-care > violine,,Pexo topical lotion 50 gm,65.0,"
anti-acne",8بيكسو لوشن موضعي50 جم    50 
367,حب الشباب,Leader cosmetics > pharmacia elite,"calendula,aloe vera,tea tree oil,irgazan",Eliclear gel 50 gm,27.0,"
علاج لحب الشباب",8ايليكلير جل ٥٠جم  50 
368,حب الشباب,Egyptian company for cosmetics > prettier for dermal examination,"salicylic acid,liquorice,retinol,vitamin c,collagen,coconut fatty oil,castor oil,titanium dioxide,apricot shell granules",Prettier exfoliating soap 100 gm,48.0,"
anti-acne",8بريتير صابون 100جم   100 
369,حب الشباب,Leader cosmetics > beauty & beyond international,"nicotiamide,tee tree oil,aloe vera extract,menthol,aha,bha,uv filter",Agera cream 50 gm,110.0,"
علاج حب الشباب",8اجيرا كريم 50 جم  50 
370,حب الشباب,Ranbaxy,isotretinoin,Isotretinoin 10mg 10 soft gelatin caps.,38.0,"
anti-acne",8ايزوتريتينوين 10مجم 10 كبسولات 10 10   
371,حب الشباب,Mash premiere,"oleanolic acid,ndga (nordihydroguaiaretic acid),propolis,osmotic gel",Acne-stop cream 30 gm,39.0,"
لعلاج حب الشباب",8اكني-ستوب كريم 30 جرام-  30 
372,حب الشباب,Egyptian company for cosmetics > our way pharm,,Lusigen topical lotion 120 ml,45.0,"
anti-acne",8لوسيجين لوشن 120 مل   120 
373,حب الشباب,Kempetro for chemical industries > health power pharmaceuticals,"onion honey,salicylic acid,tea tree oil,sea buckthorn oil,cakendula oil,olive oil,borage seed oil,jo",Friendal topical lotion 45ml,40.0,"
anti-acne",90 - فيريندال لوسيون 45 مل   45
374,حب الشباب,Marcyrl co.,adapalene,Marpalene 0.1% topical cream 30 gm,16.5,"
anti-acne",9ماربالين 01% كريم موضعي 30 جم  01%   30 
375,حب الشباب,El nile.,"sulphur ppt.,resorcin",Acnil lotion 60 ml,3.0,"
anti-acne",9اكنيل غسول 60 مل  60 
376,حب الشباب,Al helou for perfume & cosmetics > champions pharma (pas),coming soon ..,Aleksa cream 50 gm,50.0,"
anti-acne",9اليكسا كريم 50 جم  50 
377,حب الشباب,United allam factory >,Salicylic acid soap/ with or no Sulphur,Acnesol soap 100 gm,8.5,"
علاج حب الشباب , تقليل الاحمرار والالتهابات , تقليل الالام ,الحفاظ علي رطوبة الجلد",9اكنيسول صابونة 100 جم  100 
378,حب الشباب,Alpaya dermaceuticals > vamer pharma,,Acnevit anti-acne serum 30 ml,250.0,"
anti-acne",9اكنيفيت سيروم مضاد لحب الشباب 30 مل -  30 
379,حب الشباب,Weiser,"salicylic acid,benzethonium,green tea,tea tree oil,hamamelis,allantoin,panthenol,menthol,aloe vera",Sacnel after shave lotion 120ml,32.0,"
anti-acne",9ساكنل لوشن بعد الحلاقة 120 مل    120
380,حب الشباب,Hikma pharma,"erythromycin,tretinoin",Erytin gel 20 gm,8.5,"
anti-acne",9ايرتين 20جم جل   20 
381,حب الشباب,F.hoffman la roche,isotretinoin,Roaccutane 10mg 30 caps.,126.0,"
لعلاج حب الشباب",9رواكيوتين 10مجم 30 كبسولة 10 30 
382,حب الشباب,Global napi pharmaceuticals > pierre - fabre,tretinoin,Locatret 0.1% lotion 15 ml,9.5,"
anti-acne",9لوكاتريت 01%محلول 15 مل  01%  15 
383,حب الشباب,Kempetro for chemical industries > novell pharma,,Acnebless cream 50 gm,110.0,"
علاج حب الشباب , تقليل الالتهابات , تقليل الاحمرار و الحكة",100 - اكني بليس كريم 50 جم   50 
384,ادوية العضلات,Macro group pharmaceuticals,"menthol,chamomile,lavender,propylene glycol,glycerin",Frost gel 100 gm,60.0,"
مساج جل لالام العضلات
, لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",فروست جل 100 جرام  100 
385,ادوية العضلات,Egyptian company for cosmetics > parkville pharmaceuticals,"eucalyptus oil,menthol,camphor oil,cetyl myristoleate",Sulfax plus massage gel 120 gm,80.0,"
مسكن مضاد التهاب المفاصل والعظام والروماتيزم
, لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",سولفاكس بلس مساج جل 120 جرام    120 
386,ادوية العضلات,Italian cosmetics co. > octabiotic pharma,"camphor crystal,menthol crystal,clove extract,eucalyptus oil,panthenol,peppermint",Salgy massage cream 50 gm,50.0,"
مساج كريم للشد العضلي , تقليل الالام  العضلات , استرخاء العضلات
, لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",سالجي مساج كريم 50 جم   50 
387,ادوية العضلات,Pharco,"chlorzoxazone,diclofenac potassium",Declophen plus 50/250mg 20 caps,20.0,"
مسكن عام __ تقليل الالام و الالتهابات __ تسكين الالام العظام والاسنان",ديكلوفين بلس 50/250مجم 30 كبسولة  50/250 20 
388,ادوية العضلات,Egpi > salix pharma,cyclobenzaprine,Cycloflex 5 mg 20 f.c. tablets,27.0,"
 مسكن
, باسط لعضلات الجسم",سيكلوفلكس 5 مجم 20 قرص 5  20  
389,ادوية العضلات,Eva pharma,"chlorzoxazone,ibuprofen",Myofen 30 caps.,27.0,"
 الشد العضلي وآلام العضلات.
, آلام أسفل الظهر.
, التواء المفاصل وتمزق العضلات.
, تعذر التفاف الرقبة.
, الصداع الناتج عن التوتر العضلي.
, حالات تآكل الفقرات العنقية.",ميوفين 30 كبسولة 30 
390,ادوية العضلات,Global napi pharmaceuticals,cyclobenzaprine,Moveasy 10mg 20 f.c. tab,20.5,"
مسكن قوي للعظام والمفاصل , تساعد علي استرخاء العضلات",موف ايزي 10مجم 20 قرص 10 20  
391,ادوية العضلات,Marcyrl,"chlorzoxazone,ibuprofen",Mark fast 30 capsules,27.0,"
مسكن - باسط عضلات",مارك فاست 30 كبسولة  30 
392,ادوية العضلات,Chemipharm > solvay,"diethylamine,myrtecaine,salicylic acid",Algesal suractive 40gm cream,18.0,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",الجزال كريم  40 جرام  40 
393,ادوية العضلات,Novartis > sandoz,tizanidine,Sirdalud 4 mg 20 tab,31.5,"
باسط للعضلات , مسكن عام , تقليل الشد العضلي , تقليل الالتهابات , الاحساس بالراحة والاسترخاء , يساعد علي النوم",10 - سيردالود 4مجم 20 قرص 4  20 
394,ادوية العضلات,Pharopharma,baclofen,Mylobac 25mg 20 tabs.,16.0,"
باسط للعضلات ومسكن آلام",1ميلوباك 25مجم 20 قرص 25 20 
395,ادوية العضلات,Amriya,"chlorzoxazone,ketoprofen",Flexofan 20 caps,13.1,"
مسكن للالام , مسكن وباسط للعضلات",1فلكسوفان 20 كبسولة 20 
396,ادوية العضلات,Hi-care > linkopharm,"glucosamine,chondroitin sulphate,msm,emu oil,menthol,vitamin c,camphor",Universal cream 100 gm,55.0,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",1يونيفرسال كريم 100 جرام  100 
397,ادوية العضلات,Sina > health well egypt,capsicum - menthol - methyl salicylate,Urgent plus cream 50gm,38.0,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",1ارجنت بلس كريم 50جرام لآلام العظام والعضلات   50
398,ادوية العضلات,October pharma,diclofenac potassium - methocarbamol,Dimra 50mg 20 f.c. tablets,34.5,"
مسكن - باسط للعضلات",1ديمرا 50مجم 20 قرص 50 20  
399,ادوية العضلات,Egyptian company for cosmetics > arabian international group,"chondroitin,msm,camphor,glucosamine",Relax gel 50 gm,35.0,"
جل مساج للجسم , تقليل الالام العضلات والمفاصل , استرخاء العضلات
, لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",1ريلاكس جل 50 جرام  50 
400,ادوية العضلات,Hi-care > roventis pharma,"menthol,eucalyptus,camphor,methyl salicylate",Himax massage gel 30 gm,30.0,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",1هاي ماكس مساج جل 30 جرام   30 
401,ادوية العضلات,Healthy way pharma,"menthol,aloe vera ext.,lavender oil,almond oil,tea tree oil,honey",Cya cream 50 gm,42.5,"
الام المفاصل والعضلات",1سيا كريم 50 جرام  50 
402,ادوية العضلات,Mup,"methocarbamol,paracetamol(acetaminophen)",Flexpro extra 20 f.c.tab,18.0,"
cns.analgesic.skeletal muscle relaxant",1فلكسبرو اكسترا 20 قرص  20 
403,ادوية العضلات,Misr > al delta pharmaceuticals trading co.,baclofen,Baclofen 10mg 20 tab,18.0,"
- مسكن
باسط عضلات
مهديء",20 - باكلوفين 10مجم 20 قرص 10 20 
404,ادوية العضلات,Arab caps > pharmacare,tizanidine,Caredalud s.r. 6mg 30 f.c. tab.,28.5,"
مسكن عام للالام , تقليل الالتهابات و الالام المفاصل و العضلات , استرخاء العضلات",2كيردالود اسار 6مجم 30 قرص  6 30  
405,ادوية العضلات,Jamjoom pharmaceuticals,"chlorzoxazone,paracetamol(acetaminophen)",Relaxon 30 cap,31.5,"
باسط للعضلات",2ريلاكسون 30 كبسول 30 
406,ادوية العضلات,Egpi > salix pharma,cyclobenzaprine,Cycloflex 5 mg 30 f.c. tablets,40.5,"
مسكن ومهديء عصبي وباسط عضلات",2سيكلوفلكس 5 مجم 30 قرص 5  30  
407,ادوية العضلات,انتاج :,,Ascelera massage gel,35.0,"
آلام العظام والعضلات والمفاصل",2اسيليرا مساج جل لآلام العضلات والمفاصل والعظام  
408,ادوية العضلات,Arab caps > original pharma group,"methocarbamol,paracetamol(acetaminophen)",Methobamol 20 f.c. tabs,18.0,"
مسكن وباسط للعضلات",2ميثوبامول 20 قرص 20  
409,ادوية العضلات,Hi-pharm,triethanolamine,Myofit  cream 30 gm,6.0,"
كريم باسط للعضلات , مسكن للالام و الالتهابات",2مايوفيت كريم 30 جم   30 
410,ادوية العضلات,Hi-care > pixel pharmaceutical company,massage cream formula,Linex cream 50 gm,45.0,"
كريم مساج للجسم , علاج الالام العضلات والمفاصل والعظام , استرخاء العضلات, لعلاج آلام العظام والروماتيزم والتهابات المفاصل., آلام الرقبة والظهر والركبتين., اوجاع عظام الصدر و الكتف., عرق النسا., يخفف من آلام الالتواءات والكدمات.",2لينكس كريم 50 جم  50 
411,ادوية العضلات,Novartis,methylergometrine hydrogen maleate,Methergin 0.2mg/ml 5 amp.,16.0,"
يقلل من نزيف بعد الولادة و الاجهاض , يستخدم في المرحلة الثالثة من المخاض لتحفيز خروج المشيمة",2ميثرجين 02مجم 5 امبول حقن 02/ 5 
412,ادوية العضلات,Multi-apex,cyclobenzaprine,Multi-relax 10mg 20 f.c.tab,20.5,"
lمسكن عام للجسم , استرخاء العضلات , تقليل الالام العضلات والمفاصل , يساعد علي النوم",2مالتي ريلاكس 10 جم 20اقراص- 10 20 
413,ادوية العضلات,Leader cosmetics > interpharma,herbal formula,Active massage cream 50 gm,19.95,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",30 - اكتيف مساج كريم 50 جم   50 
414,ادوية العضلات,Chemipharm,"dantrolene,paracetamol(acetaminophen)",Dantrelax compound 30 caps.,70.0,"
باسط للعضلات , مسكن للألم",3دانتريلاكس مركب 30 كبسولة  30 
415,ادوية العضلات,El nile.,"chlorzoxazone,paracetamol(acetaminophen)",Myoflex 10 tab,10.5,"
باسط للعضلات.",3ميوفلكس 10 اقراص 10 
416,ادوية العضلات,Hi-care > pixel pharmaceutical company,massage cream formula,Linex cream 50 gm,45.0,"
كريم مساج للجسم , علاج الالام العضلات والمفاصل والعظام , استرخاء العضلات
, لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",3لينكس كريم 50 جم  50 
417,ادوية العضلات,Sigma > queen pharma international,"methocarbamol,paracetamol(acetaminophen)",Methorelax 20 tab.,27.0,"
مسكن وباسط للعضلات",3ميثوريلاكس 20 قرص 20 
418,ادوية العضلات,Novartis > sandoz,tizanidine,Sirdalud 2mg 20 tab,24.0,"
مسكن عام , تقليل الشد العضلي , تقليل الالتهابات , الاحساس بالراحة والاسترخاء , يساعد علي النوم",3سيردالود 2مجم 20 قرص 2 20 
419,ادوية العضلات,Chemipharm,pinaverium bromide,Spascolon 100mg 30 f.c.tab.,54.0,"
علاج القولون العصبي.",3سباسكولون 100مجم 30 قرص 100 30 
420,ادوية العضلات,Eipico > riker- england,"orphenadrin,paracetamol(acetaminophen)",Norgesic 20 tab.,10.0,"
مسكن آلام وباسط عضلات في حالات الالتواءات والشد العضلي",3نورجيسيك 20 قرص 20 
421,ادوية العضلات,Sunny medical,oxytocin,Sunnylabcin 5 i.u/ml amp.,21.0,"
قابض للعضلات , يستخدم لتسهيل الولادة",3صنيلابسين 5 وحدة/مل امبول 5 / 
422,ادوية العضلات,Marcyrl co.,"solifenacin,tamsulosin",Tamsulin plus 6/0.4mg 20 mr tabs,90.0,"
علاج صعوبة التبول الناتجة عن تضخم البروستاتا الحميد.",3تامسولين بلس 6/04مجم ام ار 20 قرص  6/04 20  
423,ادوية العضلات,Italian cosmetic > ebers,"panthenol,camphor oil,menthol,sweet almond oil,eucalyptus,glycerin",Ebetrong massage cream 60 gm,44.0,"
باسط مسكن لآلام عضلات",40 - ابيترونج كريم مساج 60 جرام   60 
424,ادوية العضلات,Sigma > aspin pharmaceutical,"diclofenac potassium,methocarbamol",Methoquick 50/500 mg 20 tab.,30.0,"
cns.analgesic.skeletal muscle relaxant",4ميثوكويك 50/500مجم 20قرص 50/500  20 
425,ادوية العضلات,Novartis > glaxo smithkline,diclofenac diethylamine,Voltaren 1% emulgel 100 gm,44.75,"
مسكن لآلام العضلات والمفاصل",4فولتارين 1% ايملجل 100 جم 1%  100 
426,ادوية العضلات,Sigma > elixir pharma,dantrolene,Relatrolene 25 mg 20 caps.,39.75,"
باسط للعضلات , مسكن للألم",4ريلاترولين 25مجم 20 كبسول 25  20 
427,ادوية العضلات,Alexandria,"orphenadrin,paracetamol(acetaminophen)",Orphenadrine-plus 50/450mg 20 tabs.,8.0,"
cns.analgesic.skeletal muscle relaxant.antimuscarinic",4اورفينادرين بلس 50/450مجم 20 قرص- 50/450 20 
428,ادوية العضلات,Misr > al delta pharmaceuticals trading co.,baclofen,Baclofen 25mg 20 tab,27.0,"
cns.analgesic.skeletal muscle relaxant",4باكلوفين 25مجم 20 قرص 25 20 
429,ادوية العضلات,Sigma > top pharm,"chlorzoxazone,paracetamol(acetaminophen)",Myolax 20 caps,21.0,"
muscle relaxant",4ميولاكس 20 كبسولة 20 
430,ادوية العضلات,Novartis > glaxo smithkline,diclofenac diethylamine,Voltaren 1% emulgel 25 gm,18.0,"
مسكن لآلام العضلات والمفاصل",4فولتارين 1% ايملجل 25 جم 1%  25 
431,ادوية العضلات,Hikma pharma,dantrolene,Dantrone 25 mg 10 caps.,11.0,"
باسط للعضلات",4دانترون 25 مجم 10 كبسولات 25  10 
432,ادوية العضلات,Novartis > glaxo smithkline,diclofenac diethylamine,Voltaren 1% emulgel 50 gm,32.0,"
مسكن لآلام العضلات والمفاصل",4فولتارين 1% ايملجل 50 جم 1%  50 
433,ادوية العضلات,Hikma pharma,"diclofenac potassium,methocarbamol",Flexilax 30 f.c.tab,34.5,"
cns.analgesic.skeletal muscle relaxant",50 - فليكسيلاكس 30 قرص 30 
434,ادوية العضلات,Pharopharma,baclofen,Mylobac 10mg 20 tab.,13.0,"
cns.analgesic.skeletal muscle relaxant",5ميلوباك 10مجم 20 قرص 10 20 
435,ادوية العضلات,Abbott laboratories,pinaverium bromide,Dicetel 100mg 20 f.c. tabs.,33.0,"
باسط للعضلات",5دايسيتيل 100مجم 20 قرص 100 20  
